index,negotiation_arrangement,name,billing_code_type,billing_code_type_version,billing_code,description,bundled_codes_billing_code_type,bundled_codes_billing_code_type_version,bundled_codes_billing_code,bundled_codes_description,covered_services_billing_code_type,covered_services_billing_code_type_version,covered_services_billing_code,covered_services_description,negotiated_rates_provider_groups_npi,negotiated_rates_provider_groups_tin_type,negotiated_rates_provider_groups_tin_value,negotiated_rates_negotiated_prices_negotiated_type,negotiated_rates_negotiated_prices_negotiated_rate,negotiated_rates_negotiated_prices_expiration_date,negotiated_rates_negotiated_prices_service_code,negotiated_rates_negotiated_prices_billing_class 
607816,ffs,INCISION AND DRAINAGE; INFECTED BURSA,CPT,2022,27604,INCISION AND DRAINAGE; INFECTED BURSA,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
608107,ffs,"INCISION, DEEP, WITH OPENING OF BONE CORTEX FOR OSTEOMYELITIS",CPT,2022,27607,"INCISION, DEEP, WITH OPENING OF BONE CORTEX FOR OSTEOMYELITIS",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
609642,ffs,"PARTIAL EXC (CRATERIZATION, SAUCERIZATION, OR DIAPHYSECYOMY)BO",CPT,2022,27641,"PARTIAL EXC (CRATERIZATION, SAUCERIZATION, OR DIAPHYSECYOMY)BO",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
623468,ffs,CLOSED TREATMENT OF FRACTURE OF WEIGHT BEARING ARTICULAR PORTI,CPT,2022,27825,CLOSED TREATMENT OF FRACTURE OF WEIGHT BEARING ARTICULAR PORTI,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
761130,ffs,"TRACHEOSTOMA REVISION; COMPLEX, WITH FLAP ROTATION",CPT,2022,31631,"TRACHEOSTOMA REVISION; COMPLEX, WITH FLAP ROTATION",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
754169,ffs,BRONCHOSCOPY (RIGID OR FLEXIBLE) WITH TRANSBRONCHIAL NEEDLE,CPT,2022,31633,BRONCHOSCOPY (RIGID OR FLEXIBLE) WITH TRANSBRONCHIAL NEEDLE,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
762413,ffs,CADAVER DONOR LUNG ALLOGRAGT PRIOR TO TRNSPLT,CPT,2022,32856,CADAVER DONOR LUNG ALLOGRAGT PRIOR TO TRNSPLT,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
772998,ffs,INSERTIONOF IMPLANTABLE DEFIBRILLATOR PULSE GENRT ONLY;W/EXIST,CPT,2022,33240,INSERTIONOF IMPLANTABLE DEFIBRILLATOR PULSE GENRT ONLY;W/EXIST,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
772007,ffs,"ENDOSCOPY, SURGICAL;OPERATIVE TISSUE ABLATION AND RECONSTRUCTN",CPT,2022,33266,"ENDOSCOPY, SURGICAL;OPERATIVE TISSUE ABLATION AND RECONSTRUCTN",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
777490,ffs,REPAIR OF CORONARY ARTERIOVENOUS OR ARTERIOCARDIAC CHAMBER FIS,CPT,2022,33501,REPAIR OF CORONARY ARTERIOVENOUS OR ARTERIOCARDIAC CHAMBER FIS,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
791199,ffs,SHUNT; SUBCLAVIAN TO PULMONARY ARTERY,CPT,2022,33750,SHUNT; SUBCLAVIAN TO PULMONARY ARTERY,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
788136,ffs,ENDOVASCULAR REPAIR,CPT,2022,33880,ENDOVASCULAR REPAIR,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
792725,ffs,EMBOLECTOMY/THROMBECTOMY W OR W/O CATHETER; CAROTID SUBCIAVIAN,CPT,2022,34203,EMBOLECTOMY/THROMBECTOMY W OR W/O CATHETER; CAROTID SUBCIAVIAN,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
803182,ffs,"DIR REP/EXCIS AND GRFT;CAROTID,SUBCLAV ARTERY BY NECK INCISION",CPT,2022,35005,"DIR REP/EXCIS AND GRFT;CAROTID,SUBCLAV ARTERY BY NECK INCISION",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
808079,ffs,"REVISION, FEMORAL ANASTOMOSIS OF SYNTHETIC ARTERIAL BYPASS GRA",CPT,2022,35883,"REVISION, FEMORAL ANASTOMOSIS OF SYNTHETIC ARTERIAL BYPASS GRA",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
830182,ffs,REPLACEMENT COMPLETE OF A TUNNELED CENTRALLY INSERTED CENTRAL,CPT,2022,36580,REPLACEMENT COMPLETE OF A TUNNELED CENTRALLY INSERTED CENTRAL,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
829663,ffs,REPLACEMENT COMPLETE OF A PERIPHERALLY,CPT,2022,36583,REPLACEMENT COMPLETE OF A PERIPHERALLY,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
851146,ffs,"THORACIC LYMPHADENECTOMY, THORACOTOMY, MEDIASTINAL AND REG LYM",CPT,2022,38746,"THORACIC LYMPHADENECTOMY, THORACOTOMY, MEDIASTINAL AND REG LYM",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
900341,ffs,"PRTL ESOPHAGECTOMY,DISTAL TWO-THIRDS,W/THORACOTOMY,SEP ABD INC",CPT,2022,43118,"PRTL ESOPHAGECTOMY,DISTAL TWO-THIRDS,W/THORACOTOMY,SEP ABD INC",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
913752,ffs,"ESOPHAGOPLASTY FOR CONGENITAL DEFECT, (PLASTIC REPAIR OR RECON",CPT,2022,43313,"ESOPHAGOPLASTY FOR CONGENITAL DEFECT, (PLASTIC REPAIR OR RECON",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
914562,ffs,GASTRIC TUBE DX PLMT W/ASPIR MULT SPECIMENS,CPT,2022,43755,GASTRIC TUBE DX PLMT W/ASPIR MULT SPECIMENS,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
929715,ffs,"SMALL INTEST ENDO, ENTEROSCOPY BEYOND 2ND PORTION OF DUODENUM,",CPT,2022,44360,"SMALL INTEST ENDO, ENTEROSCOPY BEYOND 2ND PORTION OF DUODENUM,",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
964812,ffs,BACKBENCH STANDARD OF CADAVER DONOR WHOLE LIVER,CPT,2022,47143,BACKBENCH STANDARD OF CADAVER DONOR WHOLE LIVER,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
972996,ffs,"BILIARY ENDOSCOPY,PERCUT VIA T-TUBE;DILAT BILIARY DUCT STRICTU",CPT,2022,47555,"BILIARY ENDOSCOPY,PERCUT VIA T-TUBE;DILAT BILIARY DUCT STRICTU",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
973002,ffs,BLUECARD,CPT,2022,47560,BLUECARD,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
978608,ffs,"PANCREATECTOMY, PROXIMAL W/ DUODENECTOMY; W/O PANCREATOJEJUNOS",CPT,2022,48154,"PANCREATECTOMY, PROXIMAL W/ DUODENECTOMY; W/O PANCREATOJEJUNOS",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
990119,ffs,"REPAIR, INITIAL INGUINAL HERNIA, PRETERM INFANT (LESS THAN 37",CPT,2022,49492,"REPAIR, INITIAL INGUINAL HERNIA, PRETERM INFANT (LESS THAN 37",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
992384,ffs,BACKBENCH STANDARD PREPARATION OF CADAVER DONOR RENAL ALLOGRFT,CPT,2022,50325,BACKBENCH STANDARD PREPARATION OF CADAVER DONOR RENAL ALLOGRFT,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
1009848,ffs,REVISION OF URINARY-CUTANEOUS ANASTOMOSIS(ANY TYPE UROSTOMY),CPT,2022,50727,REVISION OF URINARY-CUTANEOUS ANASTOMOSIS(ANY TYPE UROSTOMY),,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
1036851,ffs,CYSTOURETHROSCOPY,CPT,2022,52400,CYSTOURETHROSCOPY,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
1083727,ffs,"COLPOSCOPY OF THE CERVIX,ETC",CPT,2022,57455,"COLPOSCOPY OF THE CERVIX,ETC",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
1100987,ffs,"VAGINAL HYSTERECTOMY;WITH REMOVAL OF TUBE(S),AND/OR OVARY(S)",CPT,2022,58262,"VAGINAL HYSTERECTOMY;WITH REMOVAL OF TUBE(S),AND/OR OVARY(S)",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
1094436,ffs,"HYSTERECTOMY VAGINAL, ETC",CPT,2022,58294,"HYSTERECTOMY VAGINAL, ETC",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
1097112,ffs,"LAPAROSCOPY,SURGICAL, ETC.",CPT,2022,58546,"LAPAROSCOPY,SURGICAL, ETC.",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
1130654,ffs,"UNLISTED PROCEDURE, MATERNITY CARE AND DELIVERY",CPT,2022,59898,"UNLISTED PROCEDURE, MATERNITY CARE AND DELIVERY",,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
1132518,ffs,CRANIOFACIAL APPROACH TO ANTERIOR CRANIAL FOSSA; EXTRADURAL,CPT,2022,61582,CRANIOFACIAL APPROACH TO ANTERIOR CRANIAL FOSSA; EXTRADURAL,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
1134403,ffs,INCISION FOR SUBCUTANEOUS PLACEMENT OF NEUROSTIMULATOR RECEIVE,CPT,2022,61886,INCISION FOR SUBCUTANEOUS PLACEMENT OF NEUROSTIMULATOR RECEIVE,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
1134690,ffs,NJX DX/THER SBST INTRLMNR CRV/THRC W/O IMG GDN,CPT,2022,62320,NJX DX/THER SBST INTRLMNR CRV/THRC W/O IMG GDN,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
1134692,ffs,NJX DX/THER SBST INTRLMNR LMBR/SAC W/IMG GDN,CPT,2022,62323,NJX DX/THER SBST INTRLMNR LMBR/SAC W/IMG GDN,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
574884,ffs,OPEN TREATMENT OF ACETABULAR FRACTURE(S)INVOLVING ANTERIOR OR,CPT,2022,27228,OPEN TREATMENT OF ACETABULAR FRACTURE(S)INVOLVING ANTERIOR OR,,,,,,,,,1831151455,ein,04-3358564,percentage,79.06,12/31/9999,22,institutional
608766,ffs,"OPEN TREATMNT KNEE DISLOCATION,INC INT FIX,WHEN PERF;W/PRIMARY",CPT,2022,27558,"OPEN TREATMNT KNEE DISLOCATION,INC INT FIX,WHEN PERF;W/PRIMARY",,,,,,,,,1831151455,ein,04-3358564,percentage,79.06,12/31/9999,22,institutional
781431,ffs,TRANSMYOCARDIAL LASER REVASCULARIZATION,CPT,2022,33141,TRANSMYOCARDIAL LASER REVASCULARIZATION,,,,,,,,,1831151455,ein,04-3358564,percentage,79.06,12/31/9999,22,institutional
777492,ffs,REPAIR OF CORONARY ARTERIOVENOUS OR ARTERIOCARDIAC CHAMBER FIS,CPT,2022,33501,REPAIR OF CORONARY ARTERIOVENOUS OR ARTERIOCARDIAC CHAMBER FIS,,,,,,,,,1831151455,ein,04-3358564,percentage,79.06,12/31/9999,22,institutional
791515,ffs,WITH REPAIR OF SUBPULMONIC OBSTRUCTION,CPT,2022,33781,WITH REPAIR OF SUBPULMONIC OBSTRUCTION,,,,,,,,,1831151455,ein,04-3358564,percentage,79.06,12/31/9999,22,institutional
788650,ffs,"EXCIS OF COARCTATION OF AORTA, W OR W/O ASSOC PATENT; ANAST",CPT,2022,33851,"EXCIS OF COARCTATION OF AORTA, W OR W/O ASSOC PATENT; ANAST",,,,,,,,,1831151455,ein,04-3358564,percentage,79.06,12/31/9999,22,institutional
851428,ffs,"TRANSPLANT PREP OF HEMOPOETIC PROGENITOR CELLS, ETC.",CPT,2022,38211,"TRANSPLANT PREP OF HEMOPOETIC PROGENITOR CELLS, ETC.",,,,,,,,,1831151455,ein,04-3358564,percentage,79.06,12/31/9999,22,institutional
860104,ffs,"REPAIR HERNIA DIAPHRAGMATIC (ESOPHAGEAL HIATAL),TRAUMATIC,ACUT",CPT,2022,39560,"REPAIR HERNIA DIAPHRAGMATIC (ESOPHAGEAL HIATAL),TRAUMATIC,ACUT",,,,,,,,,1831151455,ein,04-3358564,percentage,79.06,12/31/9999,22,institutional
921632,ffs,"VAGOTOMY AND PYLOROPLASTY,WITH OR WITHOUT GASTROSTOMY",CPT,2022,43640,"VAGOTOMY AND PYLOROPLASTY,WITH OR WITHOUT GASTROSTOMY",,,,,,,,,1831151455,ein,04-3358564,percentage,79.06,12/31/9999,22,institutional
945175,ffs,LAPAROSCOPY SURGICAL GASTRIC,CPT,2022,45395,LAPAROSCOPY SURGICAL GASTRIC,,,,,,,,,1831151455,ein,04-3358564,percentage,79.06,12/31/9999,22,institutional
964817,ffs,BACKBENCH STANDARD OF CADAVER DONOR WHOLE LIVER,CPT,2022,47145,BACKBENCH STANDARD OF CADAVER DONOR WHOLE LIVER,,,,,,,,,1831151455,ein,04-3358564,percentage,79.06,12/31/9999,22,institutional
992090,ffs,BACKBENCH STANDARD PREPARATION OF CADAVER DONOR RENAL ALLOGRFT,CPT,2022,50323,BACKBENCH STANDARD PREPARATION OF CADAVER DONOR RENAL ALLOGRFT,,,,,,,,,1831151455,ein,04-3358564,percentage,79.06,12/31/9999,22,institutional
1132480,ffs,"CRANIECTOMY, ETC",CPT,2022,61566,"CRANIECTOMY, ETC",,,,,,,,,1831151455,ein,04-3358564,percentage,79.06,12/31/9999,22,institutional
1734442,ffs,ATXN1 GENE ANALYSIS EVAL DETECT ABNORMAL ALLELES,CPT,2022,81178,ATXN1 GENE ANALYSIS EVAL DETECT ABNORMAL ALLELES,,,,,,,,,1821437393,npi,1740690882,fee schedule,116.45,12/31/9999,11,professional
1743247,ffs,"BRCA1,BRCA2 GENE ANALYSIS; 185DELAG, 5385INSC, 6174DELT VARIAN",CPT,2022,81212,"BRCA1,BRCA2 GENE ANALYSIS; 185DELAG, 5385INSC, 6174DELT VARIAN",,,,,,,,,1760643522,npi,1871988139,fee schedule,708.24,12/31/9999,11,professional
1763811,ffs,MSH6 GENE ANALYSIS FULL SEQUENCE ANALYSIS,CPT,2022,81298,MSH6 GENE ANALYSIS FULL SEQUENCE ANALYSIS,,,,,,,,,1053406157,ein,04-2704683,fee schedule,812.03,12/31/9999,11,professional
1819700,ffs,"CALCULUS (STONE),QUANTITATIVE,CHEMICAL",CPT,2022,82360,"CALCULUS (STONE),QUANTITATIVE,CHEMICAL",,,,,,,,,1487635603,ein,04-2911067,fee schedule,20.72,12/31/9999,11,professional
1889583,ffs,"HYDROXYINDOLACETIC ACID, 5-(HIAA), URINE",CPT,2022,83497,"HYDROXYINDOLACETIC ACID, 5-(HIAA), URINE",,,,,,,,,1053406157,ein,04-2704683,fee schedule,16.33,12/31/9999,11,professional
1998416,ffs,CLOTTING; FACTOR XI (PTA),CPT,2022,85270,CLOTTING; FACTOR XI (PTA),,,,,,,,,1386676815,ein,43-1987409,fee schedule,75.98,12/31/9999,11,professional
2006600,ffs,COAGULATION TIME; ACTIVATED,CPT,2022,85347,COAGULATION TIME; ACTIVATED,,,,,,,,,1366424384,ein,04-2911067,fee schedule,6.89,12/31/9999,11,professional
2027175,ffs,RUSSELL VIPER VENOM TIME(INCLUDES VENOM)DILUTED,CPT,2022,85613,RUSSELL VIPER VENOM TIME(INCLUDES VENOM)DILUTED,,,,,,,,,1760643522,npi,1871988139,fee schedule,15.41,12/31/9999,11,professional
2059057,ffs,ISLET CELL ANTIBODY,CPT,2022,86341,ISLET CELL ANTIBODY,,,,,,,,,1386676815,ein,43-1987409,fee schedule,99.99,12/31/9999,11,professional
2082887,ffs,ANTIBODY;CYTOMEGALOVIRUS (CMV),CPT,2022,86644,ANTIBODY;CYTOMEGALOVIRUS (CMV),,,,,,,,,1386676815,ein,43-1987409,fee schedule,61.05,12/31/9999,11,professional
2124064,ffs,"ANTIHUMAN GLOBULIN TEST(COOMBS TEST)INDIRECT,ANTIBODY TITER",CPT,2022,86886,"ANTIHUMAN GLOBULIN TEST(COOMBS TEST)INDIRECT,ANTIBODY TITER",,,,,,,,,1487635603,ein,04-2911067,fee schedule,8.33,12/31/9999,11,professional
2173563,ffs,IAAD IA HEPATITIS DELTA ANTIGEN,CPT,2022,87380,IAAD IA HEPATITIS DELTA ANTIGEN,,,,,,,,,1760643522,npi,1871988139,fee schedule,29.56,12/31/9999,11,professional
2182719,ffs,"CYTOMEGALOVIURS, DIRECT PROBE TECHNIQUE",CPT,2022,87495,"CYTOMEGALOVIURS, DIRECT PROBE TECHNIQUE",,,,,,,,,1821437393,npi,1740690882,fee schedule,25.53,12/31/9999,11,professional
2210831,ffs,"STREPTOCOCCUS, GROUP A, DIRECT PROBE TECHNIQUE",CPT,2022,87650,"STREPTOCOCCUS, GROUP A, DIRECT PROBE TECHNIQUE",,,,,,,,,1053406157,ein,04-2704683,fee schedule,25.36,12/31/9999,11,professional
2234008,ffs,"IM ADM THRU 18 YRS VIA ANY RTE OF ADM, W/COUNSELING BY PHYS OR",CPT,2022,90460,"IM ADM THRU 18 YRS VIA ANY RTE OF ADM, W/COUNSELING BY PHYS OR",,,,,,,,,1295064947,ein,04-2982134,fee schedule,12,12/31/9999,22,institutional
2258491,ffs,"POLIOVIRUS VACCINE, INACTIVATED, (IPV), FOR SUBCUTANEOUS USE",CPT,2022,90713,"POLIOVIRUS VACCINE, INACTIVATED, (IPV), FOR SUBCUTANEOUS USE",,,,,,,,,1760643522,npi,1871988139,fee schedule,87.75,12/31/9999,11,professional
2293834,ffs,DISTORTION PROD EVOKED OTOACOUSTIC EMISSIONS; COMP DIAG EVAL/W,CPT,2022,92588,DISTORTION PROD EVOKED OTOACOUSTIC EMISSIONS; COMP DIAG EVAL/W,,,,,,,,,1821437393,npi,1740690882,fee schedule,40.95,12/31/9999,11,professional
2307714,ffs,MICROVOLT T-WAVE ALTERNANS,CPT,2022,93025,MICROVOLT T-WAVE ALTERNANS,,,,,,,,,1053406157,ein,04-2704683,fee schedule,227.83,12/31/9999,11,professional
2331459,ffs,"TRANSTELEPHONIC RHYTHM STRIP PACEMAKER EVAL SING,DUAL,MULTI LD",CPT,2022,93293,"TRANSTELEPHONIC RHYTHM STRIP PACEMAKER EVAL SING,DUAL,MULTI LD",,,,,,,,,1386676815,ein,43-1987409,fee schedule,301.95,12/31/9999,11,professional
2325802,ffs,"INTERROGATION DEVICE EVAL, UP TO 90 DAYS; SNGL, DUAL, OR MULTI",CPT,2022,93296,"INTERROGATION DEVICE EVAL, UP TO 90 DAYS; SNGL, DUAL, OR MULTI",,,,,,,,,1821437393,npi,1740690882,fee schedule,30.46,12/31/9999,11,professional
2364944,ffs,ELECTROPHYSIOLOGIC EVAL OF SNGL OR DUAL CHAMBER PACING CARDIOV,CPT,2022,93641,ELECTROPHYSIOLOGIC EVAL OF SNGL OR DUAL CHAMBER PACING CARDIOV,,,,,,,,,1053406157,ein,04-2704683,fee schedule,1055.77,12/31/9999,11,professional
2453748,ffs,"FEMALE EXTTERNAL URINARY COLLECTION DEVICE;POUCH, EACH",HCPCS,2022,A4328,"FEMALE EXTTERNAL URINARY COLLECTION DEVICE;POUCH, EACH",,,,,,,,,1134578719,ein,37-1656735,fee schedule,7.67,12/31/9999,12,professional
2453582,ffs,"FEMALE EXTTERNAL URINARY COLLECTION DEVICE;POUCH, EACH",HCPCS,2022,A4328,"FEMALE EXTTERNAL URINARY COLLECTION DEVICE;POUCH, EACH",,,,,,,,,1073756151,npi,1073756151,fee schedule,6.52,12/31/9999,12,professional
2484843,ffs,"FISTULA CANNULATION SET FOR HEMODIALYSIS,EACH",HCPCS,2022,A4730,"FISTULA CANNULATION SET FOR HEMODIALYSIS,EACH",,,,,,,,,1760643522,npi,1871988139,fee schedule,2.73,12/31/9999,12,professional
2493759,ffs,OSTOMY ACCESSORY; CONVEX INSERT,HCPCS,2022,A5093,OSTOMY ACCESSORY; CONVEX INSERT,,,,,,,,,1366424384,ein,04-2911067,fee schedule,3.2,12/31/9999,12,professional
2507119,ffs,"FOR DIAB ONLY,FIT,CUST PREP&SUPPLY OFF-SHELF SHOE,PER SHOE",HCPCS,2022,A5500,"FOR DIAB ONLY,FIT,CUST PREP&SUPPLY OFF-SHELF SHOE,PER SHOE",,,,,,,,,1760643522,npi,1871988139,fee schedule,103.98,12/31/9999,12,professional
2512991,ffs,"CONFORMNG BNDGE,NONELASTIC,NONWOVEN,WIDTH>OR=3"" &< 5"",PER ROLL",HCPCS,2022,A6443,"CONFORMNG BNDGE,NONELASTIC,NONWOVEN,WIDTH>OR=3"" &< 5"",PER ROLL",,,,,,,,,1508080979,ein,59-3345262,negotiated,0.24,12/31/9999,12,professional
2545071,ffs,"ENTERAL FORMULAE, CAT III; HYDROLIZED PRO/AMINO ACIDS",HCPCS,2022,B4153,"ENTERAL FORMULAE, CAT III; HYDROLIZED PRO/AMINO ACIDS",,,,,,,,,1760643522,npi,1871988139,fee schedule,2.76,12/31/9999,12,professional
2564887,ffs,EXTERNAL AMBULATORY INFUSION PUMP W/ADMINISTRATIVE EQUIPMENT,HCPCS,2022,E0781,EXTERNAL AMBULATORY INFUSION PUMP W/ADMINISTRATIVE EQUIPMENT,,,,,,,,,1467563189,ein,01-0794334,negotiated,1939.1,12/31/9999,12,professional
2565909,ffs,MANUAL WHEELCHAIR ACCESSARY,HCPCS,2022,E0983,MANUAL WHEELCHAIR ACCESSARY,,,,,,,,,1023096104,ein,59-3123992,negotiated,3021.6,12/31/9999,12,professional
2566848,ffs,"POWER WHEELCHAIR ACCESSORY,HAND OR CHIN CONTROL",HCPCS,2022,E2377,"POWER WHEELCHAIR ACCESSORY,HAND OR CHIN CONTROL",,,,,,,,,1669440335,ein,04-2104691,percentage,70.33,12/31/9999,12,professional
2573306,ffs,"DIAG DIGITAL BRST TOMOSYNTHESIS, UNILATERAL OR BILATERAL",HCPCS,2022,G0279,"DIAG DIGITAL BRST TOMOSYNTHESIS, UNILATERAL OR BILATERAL",,,,,,,,,1760643522,npi,1871988139,fee schedule,116.42,12/31/9999,11,professional
2618067,ffs,"INJECTION, CEFAZOLIN SODIUM, UP TO 500 MG",HCPCS,2022,J0690,"INJECTION, CEFAZOLIN SODIUM, UP TO 500 MG",,,,,,,,,1053406157,ein,04-2704683,fee schedule,1.13,12/31/9999,11,professional
2665570,ffs,INJECTION IMMUNE GLOBULIN(PRIVIGEN) INTRAVENOUS 500MG LIQUID,HCPCS,2022,J1459,INJECTION IMMUNE GLOBULIN(PRIVIGEN) INTRAVENOUS 500MG LIQUID,,,,,,,,,1346206588,ein,04-3466314,fee schedule,46.93,12/31/9999,11,professional
2668292,ffs,"INJECTION, GAMMA GLOBULIN, 1CC",HCPCS,2022,J1460,"INJECTION, GAMMA GLOBULIN, 1CC",,,,,,,,,1659368165,ein,04-3466314,fee schedule,46.16,12/31/9999,11,professional
2673427,ffs,INJ IMMUNE GLOBULIN IV NONLYOPHILIZED 500 MG,HCPCS,2022,J1557,INJ IMMUNE GLOBULIN IV NONLYOPHILIZED 500 MG,,,,,,,,,1376551382,ein,04-3466314,fee schedule,48.34,12/31/9999,11,professional
2677305,ffs,"INJECTION, GAMMA GLOBULIN, OVER 10CC",HCPCS,2022,J1560,"INJECTION, GAMMA GLOBULIN, OVER 10CC",,,,,,,,,1528025210,ein,04-3466314,negotiated,461.64,12/31/9999,11,professional
2676794,ffs,"INJECTION, GAMMA GLOBULIN, OVER 10CC",HCPCS,2022,J1560,"INJECTION, GAMMA GLOBULIN, OVER 10CC",,,,,,,,,1013966464,ein,04-3466314,fee schedule,461.64,12/31/9999,11,professional
2681654,ffs,OCTAGAM INJECTION,HCPCS,2022,J1568,OCTAGAM INJECTION,,,,,,,,,1891966529,ein,04-3466314,negotiated,42.02,12/31/9999,11,professional
2733289,ffs,"INJECTION, METOCLOPRAMIDE HCI, UP TO 10 MG",HCPCS,2022,J2765,"INJECTION, METOCLOPRAMIDE HCI, UP TO 10 MG",,,,,,,,,1821437393,npi,1740690882,fee schedule,1.05,12/31/9999,11,professional
2753192,ffs,INJECTION TESTOSTERONE UNDECANOATE 1 MG,HCPCS,2022,J3145,INJECTION TESTOSTERONE UNDECANOATE 1 MG,,,,,,,,,1821437393,npi,1740690882,fee schedule,1.65,12/31/9999,11,professional
2815460,ffs,INJECTION BELINOSTAT 10 MG,HCPCS,2022,J9032,INJECTION BELINOSTAT 10 MG,,,,,,,,,1821437393,npi,1740690882,fee schedule,44.36,12/31/9999,11,professional
2857640,ffs,"INJECTION, TAFASITAMAB-CXIX, 2 MG",HCPCS,2022,J9349,"INJECTION, TAFASITAMAB-CXIX, 2 MG",,,,,,,,,1386676815,ein,43-1987409,fee schedule,64.74,12/31/9999,11,professional
2858534,ffs,"INJECTION, TRASTUZUMAB, EXCLUDES BIOSIMILAR, 10 MG",HCPCS,2022,J9355,"INJECTION, TRASTUZUMAB, EXCLUDES BIOSIMILAR, 10 MG",,,,,,,,,1366424384,ein,04-2911067,fee schedule,164.01,12/31/9999,11,professional
2860365,ffs,POWER WHEELCHAIR GRP 2 STND PATIENT WT 300 POUNDS,HCPCS,2022,K0822,POWER WHEELCHAIR GRP 2 STND PATIENT WT 300 POUNDS,,,,,,,,,1356376453,ein,04-2104691,percentage,70.33,12/31/9999,11,professional
2860367,ffs,POWER WHEELCHAIR GRP 2 STND PATIENT WT 300 POUNDS,HCPCS,2022,K0830,POWER WHEELCHAIR GRP 2 STND PATIENT WT 300 POUNDS,,,,,,,,,1942310495,ein,33-0057155,negotiated,3452.22,12/31/9999,11,professional
2912747,ffs,"CONGO RED, BLOOD",HCPCS,2022,P2029,"CONGO RED, BLOOD",,,,,,,,,1053406157,ein,04-2704683,fee schedule,6.27,12/31/9999,11,professional
2979197,ffs,"NASAL FUNCTION STUDIES,(EG:RHINOMANOMETRY)",HCPCS,2022,S9025,"NASAL FUNCTION STUDIES,(EG:RHINOMANOMETRY)",,,,,,,,,1477582609,ein,04-2103756,fee schedule,48.85,12/31/9999,11,professional
2974753,ffs,COVID-19 LAB TEST NON-CDC,HCPCS,2022,U0002,COVID-19 LAB TEST NON-CDC,,,,,,,,,1366424384,ein,04-2911067,fee schedule,97.18,12/31/9999,11,professional
223551,ffs,EMBOLECTOMY,CPT,2022,1772,EMBOLECTOMY,,,,,,,,,1164497459,ein,04-2520322,percentage,100,12/31/9999,22,institutional
252685,ffs,DEBRIDE INCL REM OF FOR MATERIAL AT THE SITE OF AN OPEN FRACTU,CPT,2022,11011,DEBRIDE INCL REM OF FOR MATERIAL AT THE SITE OF AN OPEN FRACTU,,,,,,,,,1437619186,ein,83-4050612,percentage,100,12/31/9999,22,institutional
